747:197,480,28,414,435,209,528,114,488,200
484:568,28,66,168,118,194,196,83,228,22
459:756,237,258,304,871,274,546,405,282,328
274:121,126,283,151,181,716,285,276,1,248
203:1,258,121,300,286,15,333,294,111,742
318:216,197,318,660,191,357,215,864,69,747
572:100,275,285,269,272,111,283,14,1,93
720:311,303,305,345,344,301,339,269,346,340
343:98,70,509,210,582,428,172,772,423,318
87:739,756,1,117,712,274,430,211,125,781
623:194,173,174,202,96,222,515,237,153,1
641:357,179,514,482,480,197,483,474,175,180
757:181,234,55,121,79,273,228,250,300,156
181:326,300,118,258,288,323,294,328,748,332
840:509,192,482,152,134,523,318,481,511,168
634:288,282,127,273,276,126,1,118,300,844
922:168,181,210,184,204,95,172,68,121,164
505:50,79,294,258,96,222,173,181,28,633
44:98,210,176,180,28,56,79,71,89,471
588:90,403,393,50,423,214,38,746,722,216
353:307,326,272,340,302,300,292,344,327,690
918:736,753,285,213,283,382,514,716,512,699
856:313,326,328,302,310,292,301,304,332,347
848:435,705,228,434,602,211,208,153,168,163
386:118,121,926,257,273,181,300,50,147,591
529:895,340,300,879,350,305,538,751,272,313
263:483,28,50,480,193,520,96,216,205,185
925:333,895,326,286,508,307,1244,258,573,327
408:301,313,258,323,269,305,259,682,307,50
836:321,50,315,127,197,474,100,480,205,301
511:538,288,326,270,327,332,324,302,325,323
80:306,318,744,197,9,98,302,28,1134,268
398:174,490,204,202,318,659,210,526,498,505
891:15,125,1,117,322,225,9,111,676,744
35:264,326,328,258,323,292,270,322,313,678
750:302,313,258,751,289,315,326,347,292,50
401:86,707,69,98,505,213,498,190,286,9
160:856,48,238,9,12,7,276,467,172,134
197:227,751,342,233,510,96,229,195,231,79
322:302,357,180,100,98,346,197,56,480,238
415:50,357,181,657,520,315,272,132,205,28
583:203,56,168,50,190,98,86,435,79,127
804:188,826,96,172,187,222,127,147,214,95
354:462,514,14,1121,512,517,863,275,428,137
827:258,313,315,302,751,301,50,300,288,307
464:751,270,181,272,286,345,615,222,887,316
663:147,127,125,276,273,237,410,293,268,1011
805:201,1012,1,56,100,288,174,48,588,154
479:50,7,98,56,79,203,96,89,64,478
673:302,347,272,303,304,305,258,50,300,333
520:275,306,270,292,302,301,304,258,289,311
831:258,300,318,471,302,286,307,98,288,271
89:111,286,756,276,1047,275,19,476,238,235
915:316,272,305,327,344,301,346,354,269,310
391:519,127,197,467,221,70,651,12,654,216
28:183,98,96,181,185,333,200,53,679,674
167:507,632,490,519,602,661,543,523,504,966
590:283,129,9,242,19,1008,1009,508,1,93
705:926,121,449,181,748,204,22,477,1055,125
107:286,321,301,315,313,262,268,311,874,751
664:190,357,153,23,461,511,175,9,70,178
537:514,192,221,86,657,9,302,654,512,462
232:318,213,512,180,511,168,313,285,428,463
470:323,237,285,1,127,282,327,313,150,762
527:175,179,654,474,98,435,168,50,194,183
177:100,98,50,268,357,180,318,64,258,474
304:300,258,328,1,117,471,286,15,742,222
608:272,480,313,478,959,302,23,507,134,185
687:301,327,538,271,270,323,332,307,682,258
711:86,381,268,367,283,143,173,559,750,1074
332:288,825,849,11,176,546,405,665,578,31
547:301,272,269,268,304,286,347,311,538,300
612:272,127,237,121,125,476,294,9,181,427
76:100,302,273,127,48,512,346,12,32,59
178:273,204,95,121,174,294,79,98,276,742
681:326,306,538,322,344,328,887,879,304,300
284:313,272,690,292,327,242,750,301,316,289
910:100,127,276,7,79,185,410,269,521,286
21:288,307,475,235,343,334,271,250,333,7
296:302,13,137,129,318,509,887,744,283,603
141:118,15,121,148,595,405,1,278,111,291
789:248,288,7,273,250,410,1,9,238,121
225:435,498,132,357,427,318,174,127,204,523
870:506,180,188,518,416,187,79,183,234,194
239:357,483,23,641,197,408,480,318,479,86
53:121,222,471,117,125,7,1,298,176,713
764:274,294,815,423,276,619,118,742,258,204
639:70,197,493,190,165,515,133,582,836,509
299:319,652,709,382,93,224,168,345,425,116
249:173,24,475,286,184,508,151,96,181,742
760:294,476,220,155,326,300,1028,15,934,821
303:7,129,11,367,273,24,89,1012,211,255
5:168,210,154,175,80,114,152,67,403,195
255:358,17,123,250,581,508,1059,346,475,323
601:1,56,235,79,432,173,919,209,7,114
738:210,168,194,95,520,132,257,211,435,588
551:628,697,125,22,185,423,183,366,77,68
772:347,300,288,305,301,259,751,310,682,748
364:989,880,460,696,882,874,321,288,323,1061
26:1,276,258,222,286,117,237,273,294,333
313:185,357,657,132,496,510,483,502,523,96
348:1047,220,125,225,595,411,815,181,1277,1051
433:346,100,242,285,313,124,9,275,647,847
863:340,347,538,326,346,289,258,879,304,299
67:411,410,864,926,763,369,871,866,1059,455
115:100,952,157,64,182,467,48,237,150,221
376:9,13,93,238,285,286,23,628,127,211
436:402,232,1048,1218,219,5,451,467,272,673
109:118,98,233,405,62,89,147,173,72,88
207:215,427,132,496,204,480,684,172,168,50
42:174,423,22,274,79,15,739,265,117,66
139:344,346,813,305,285,340,844,246,508,293
91:132,180,526,445,205,215,193,258,528,196
217:226,195,174,227,210,144,554,177,385,550
125:210,181,204,1,89,408,588,83,216,114
152:451,815,402,126,318,699,88,283,949,419
819:301,302,269,272,955,313,750,100,283,1010
185:286,275,1,269,276,357,50,127,100,98
441:258,50,286,181,313,300,471,237,257,222
556:357,23,480,483,180,50,318,221,653,474
480:197,514,529,656,638,498,483,175,134,464
599:1028,815,15,595,934,126,476,118,827,369
626:346,305,288,340,303,307,333,269,262,50
278:302,340,268,301,275,50,313,258,751,242
420:242,213,9,512,268,269,276,318,19,313
852:181,977,240,195,813,687,288,455,323,979
576:118,274,405,121,823,124,222,477,174,25
813:678,326,895,748,288,258,343,315,313,328
797:1,258,100,181,237,222,121,294,174,210
868:175,195,188,511,168,514,211,434,357,528
645:197,192,187,792,657,12,302,160,238,480
690:405,4,210,64,70,56,82,100,161,939
787:316,300,315,302,689,354,347,750,328,682
11:1115,1039,462,196,216,198,190,50,258,300
98:514,517,174,216,238,663,197,211,509,519
47:302,286,315,313,269,272,324,289,874,346
277:100,276,126,471,127,288,117,275,129,284
515:316,678,751,326,347,748,302,300,272,342
132:514,23,238,517,175,192,664,509,9,211
926:313,272,301,286,347,269,50,316,304,751
501:508,1012,544,250,123,333,762,258,460,257
247:283,246,1,318,268,83,275,313,286,172
803:286,326,302,874,301,289,304,751,258,879
25:514,210,168,211,969,195,393,89,432,163
754:322,1,300,471,274,118,15,125,222,281
699:127,276,286,1,299,880,321,334,237,124
499:316,315,272,302,480,305,529,50,292,197
267:154,42,67,175,144,135,4,227,70,11
630:15,147,181,284,125,333,332,281,815,628
742:276,9,248,273,93,285,246,150,293,283
508:152,179,214,23,186,432,98,208,428,558
350:357,205,114,526,482,520,180,127,528,209
889:48,12,4,197,22,157,175,792,154,187
429:168,478,9,98,483,7,64,655,514,628
727:210,50,222,181,168,195,385,746,204,568
895:286,50,258,111,300,313,15,117,257,121
84:125,274,304,1,294,50,515,127,405,483
642:63,378,140,214,125,94,432,946,257,111
835:435,582,200,185,660,9,655,292,521,132
780:132,480,194,483,196,500,498,50,136,300
931:313,275,310,285,242,303,237,258,259,305
512:340,357,268,22,750,79,182,347,1478,313
939:476,1,125,717,121,595,225,934,117,282
193:258,70,696,294,22,318,278,98,328,304
326:183,195,432,210,177,188,495,204,435,180
411:173,216,204,69,403,97,96,70,211,588
845:898,538,347,344,292,332,905,302,887,326
395:225,245,50,214,520,322,651,125,180,357
30:302,269,50,316,896,751,173,408,289,270
908:408,1,432,482,367,588,357,89,173,174
381:86,507,511,478,486,515,190,275,408,199
800:258,286,294,300,100,304,405,282,313,276
753:302,480,357,318,132,127,347,286,482,315
6:136,357,192,661,197,603,663,285,127,100
260:358,984,880,330,299,678,879,307,309,326
706:508,333,121,276,328,282,546,127,100,222
758:236,333,840,517,121,357,114,169,211,50
586:665,1028,678,41,22,226,231,29,233,232
882:174,204,210,132,1,125,96,520,633,69
474:180,357,136,132,505,157,654,100,482,177
523:19,408,275,558,286,70,778,283,173,86
173:307,270,305,301,303,289,340,334,313,887
676:313,258,259,408,294,304,896,429,195,343
406:238,200,521,1149,209,514,1065,168,151,100
163:302,313,50,22,272,79,286,127,12,100
504:157,77,739,1051,521,435,427,507,64,582
198:179,180,238,91,185,317,588,100,186,645
321:165,213,511,170,509,482,166,582,70,191
456:886,157,64,1129,192,357,512,182,462,215
616:326,304,328,327,344,751,334,289,315,307
701:302,258,301,305,242,300,347,270,748,276
229:347,304,874,303,990,887,306,305,242,900
903:100,127,508,188,9,174,150,129,762,160
660:168,169,172,114,166,474,132,89,357,186
533:405,237,148,79,210,1046,199,423,234,515
654:294,181,1,237,318,553,222,15,125,255
292:408,50,515,134,98,357,480,478,89,246
683:315,344,750,313,272,318,900,357,304,480
821:15,199,9,633,204,50,283,136,515,432
235:494,136,408,180,132,661,189,482,357,259
669:357,435,127,136,180,514,483,318,520,603
174:275,70,301,255,216,283,739,815,628,274
380:180,357,70,197,133,317,64,213,216,191
72:506,185,614,44,183,218,194,212,504,203
716:483,132,191,168,633,210,96,8,89,178
118:53,50,195,209,156,92,1240,101,183,96
337:174,210,385,1039,204,168,568,176,89,68
611:302,268,312,289,313,690,874,321,258,750
542:189,168,95,174,4,8,153,124,42,790
221:302,12,182,1016,64,22,299,11,127,41
708:300,15,328,332,282,121,815,275,125,591
534:928,222,455,125,258,369,1011,257,1016,323
102:181,50,234,89,210,173,679,28,96,176
317:895,271,749,327,323,332,307,326,258,333
460:268,124,269,303,283,304,508,14,9,340
22:210,177,202,172,7,211,257,121,233,229
295:1118,214,72,53,153,51,168,167,553,570
218:129,56,238,174,124,4,518,7,792,127
307:173,210,95,28,83,249,455,64,91,195
688:322,682,344,315,328,327,347,305,689,261
651:303,100,275,313,346,221,9,272,301,268
159:300,255,748,274,815,1,1047,147,280,866
877:70,242,778,83,306,268,286,51,277,684
56:96,95,82,451,679,121,578,403,22,423
360:515,9,303,1,276,509,180,462,13,511
281:326,328,258,313,272,315,294,307,347,879
129:302,313,306,311,303,301,304,275,258,300
156:511,498,521,435,603,23,523,194,127,98
942:294,132,22,136,526,494,486,483,523,274
250:185,1014,508,93,246,276,657,268,928,476
867:258,268,196,176,179,515,520,64,183,357
111:300,272,347,258,751,316,538,306,242,326
144:9,100,435,124,736,275,127,302,13,511
451:313,305,289,358,895,751,881,538,315,271
95:174,95,136,132,465,432,588,483,423,265
4:895,302,340,350,313,272,307,315,316,749
310:408,896,249,242,297,224,20,303,248,222
793:273,1,410,121,237,258,9,276,471,763
492:9,480,357,23,197,13,515,50,180,134
469:493,511,435,661,489,1126,197,528,745,480
213:1,9,210,237,435,96,183,405,69,194
694:498,378,523,423,604,478,480,443,483,633
783:302,327,346,326,270,331,303,751,299,329
564:305,748,258,272,315,326,50,310,304,316
373:83,132,168,843,28,522,428,216,736,419
189:483,515,166,50,168,86,190,484,1,478
445:790,508,23,410,302,357,684,41,1,42
552:1,100,274,275,255,288,276,117,15,118
605:276,304,9,318,127,237,272,303,480,515
243:283,275,9,165,14,286,707,70,170,462
807:181,419,568,94,163,121,755,195,62,526
424:279,297,286,477,285,242,126,950,300,121
938:1,288,15,323,237,117,282,294,276,255
614:237,15,288,118,286,25,405,117,282,258
120:237,15,508,117,100,471,276,111,127,628
728:286,323,1,275,283,1152,118,126,111,244
817:323,250,300,258,825,333,257,181,100,50
15:322,676,286,305,237,275,126,304,272,924
116:302,313,50,272,357,480,286,318,303,315
60:174,211,194,504,427,481,520,480,612,132
746:210,50,195,173,228,168,95,98,28,89
485:262,301,311,268,315,316,321,340,272,906
458:221,478,856,648,9,410,357,482,504,153
200:69,64,181,172,756,969,546,118,195,158
650:526,195,432,528,484,429,489,483,172,510
136:100,285,275,50,248,237,302,1,709,242
319:286,301,292,315,270,326,258,751,269,289
633:64,684,174,121,568,22,77,215,258,69
579:275,181,210,174,318,70,588,204,283,9
899:173,210,1,70,22,96,86,588,143,294
342:321,501,285,1,318,411,969,340,508,151
439:100,13,628,286,129,248,762,124,237,508
713:316,315,313,340,304,311,750,301,346,345
619:210,554,328,147,227,234,222,28,229,322
563:102,1,451,781,294,588,216,1028,393,465
935:294,1,866,405,756,111,471,278,258,322
378:56,65,421,69,50,216,1,427,202,197
823:210,209,12,23,357,655,318,496,1,194
180:241,168,959,727,70,157,1039,79,154,86
921:50,568,300,22,1,95,258,204,393,265
841:332,328,326,292,879,307,751,310,690,538
48:180,657,197,474,520,315,28,318,494,205
657:286,268,100,313,258,275,276,283,288,9
855:529,30,514,511,285,489,923,213,171,207
919:288,1,50,255,1014,475,302,319,588,56
723:50,181,257,173,210,172,222,250,408,121
794:124,100,129,286,9,302,902,283,319,276
573:9,100,435,515,318,511,180,357,199,194
264:1021,100,447,319,89,482,502,715,23,154
528:222,121,478,7,127,1,176,89,195,294
839:323,288,508,305,100,844,324,471,281,325
148:432,95,210,199,165,511,588,204,180,483
409:175,197,509,152,170,114,435,163,528,212
516:285,514,100,211,127,197,13,345,9,186
272:100,185,182,318,180,197,654,174,200,435
629:318,313,11,100,79,272,96,241,97,12
